#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 01 03 16 02 999 99.0 99.0  3.21 12.50  9.11 300 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 03 16 32 999 99.0 99.0  2.96 13.33  8.65 304 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 03 17 02 999 99.0 99.0  3.02  9.88  8.68 289 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 03 17 32 999 99.0 99.0  2.95 12.50  8.71 293 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 03 18 02 999 99.0 99.0  2.97 13.33  8.99 291 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 03 18 32 999 99.0 99.0  2.85 13.33  9.15 289 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 03 19 02 999 99.0 99.0  3.02 13.33  9.04 293 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 03 19 32 999 99.0 99.0  2.92 13.33  8.95 300 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 03 20 02 999 99.0 99.0  2.59 11.76  8.65 294 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 03 20 32 999 99.0 99.0  2.51 12.50  8.87 290 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 03 21 02 999 99.0 99.0  2.46 13.33  8.65 290 9999.0 999.0  12.1 999.0 99.0 99.00
2011 01 03 21 32 999 99.0 99.0  2.64 13.33  8.99 290 9999.0 999.0  12.1 999.0 99.0 99.00
2011 01 03 22 02 999 99.0 99.0  2.50 14.29  8.53 296 9999.0 999.0  12.1 999.0 99.0 99.00
2011 01 03 22 32 999 99.0 99.0  2.57 12.50  8.37 287 9999.0 999.0  12.1 999.0 99.0 99.00
2011 01 03 23 02 999 99.0 99.0  2.79 14.29  9.03 294 9999.0 999.0  12.1 999.0 99.0 99.00
2011 01 03 23 32 999 99.0 99.0  2.66 10.53  8.66 289 9999.0 999.0  12.1 999.0 99.0 99.00
2011 01 04 00 02 999 99.0 99.0  2.49 13.33  8.84 291 9999.0 999.0  12.1 999.0 99.0 99.00
2011 01 04 00 32 999 99.0 99.0  2.32 13.33  8.90 293 9999.0 999.0  12.1 999.0 99.0 99.00
2011 01 04 01 02 999 99.0 99.0  2.20 13.33  8.67 297 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 01 32 999 99.0 99.0  2.42 13.33  9.06 290 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 02 02 999 99.0 99.0  2.47 12.50  9.45 291 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 02 32 999 99.0 99.0  2.49 12.50  9.12 289 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 03 02 999 99.0 99.0  2.21 13.33  9.13 294 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 03 32 999 99.0 99.0  2.46 13.33  9.76 300 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 04 32 999 99.0 99.0  2.19 11.76  8.94 294 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 05 02 999 99.0 99.0  2.31 13.33  9.38 289 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 05 32 999 99.0 99.0  2.20 12.50  9.13 290 9999.0 999.0  12.0 999.0 99.0 99.00
