#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 04 15 20 13 999 99.0 99.0  1.83 13.33  8.46 289 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 15 20 43 999 99.0 99.0  1.88 14.29  8.22 265 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 15 21 13 999 99.0 99.0  1.90 14.29  8.26 241 9999.0 999.0  12.8 999.0 99.0 99.00
2010 04 15 21 43 999 99.0 99.0  1.87 14.29  8.27 253 9999.0 999.0  12.8 999.0 99.0 99.00
2010 04 15 22 13 999 99.0 99.0  1.84 12.50  8.38 304 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 15 22 43 999 99.0 99.0  1.80 13.33  8.37 277 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 15 23 13 999 99.0 99.0  1.95 12.50  8.67 297 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 15 23 43 999 99.0 99.0  1.80 14.29  8.17 244 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 16 00 13 999 99.0 99.0  1.94 14.29  9.13 261 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 16 00 43 999 99.0 99.0  1.84 14.29  8.75 270 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 16 01 13 999 99.0 99.0  1.70 14.29  8.26 208 9999.0 999.0  13.1 999.0 99.0 99.00
2010 04 16 01 43 999 99.0 99.0  1.72 13.33  8.79 289 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 16 02 13 999 99.0 99.0  1.78 13.33  8.50 280 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 16 02 43 999 99.0 99.0  1.74 13.33  8.37 300 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 16 03 13 999 99.0 99.0  1.81 12.50  8.77 293 9999.0 999.0  12.8 999.0 99.0 99.00
2010 04 16 03 43 999 99.0 99.0  1.72 14.29  8.57 218 9999.0 999.0  12.8 999.0 99.0 99.00
2010 04 16 04 13 999 99.0 99.0  1.79 14.29  8.76 221 9999.0 999.0  12.8 999.0 99.0 99.00
2010 04 16 04 43 999 99.0 99.0  1.64 12.50  8.23 300 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 16 05 13 999 99.0 99.0  1.70 13.33  8.63 266 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 16 05 43 999 99.0 99.0  1.69 13.33  8.53 282 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 16 06 13 999 99.0 99.0  1.57 14.29  8.11 232 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 16 06 43 999 99.0 99.0  1.60 13.33  8.42 272 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 16 07 13 999 99.0 99.0  1.53 12.50  8.12 297 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 16 07 43 999 99.0 99.0  1.68 14.29  8.67 220 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 16 08 13 999 99.0 99.0  1.62 14.29  8.72 242 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 16 08 43 999 99.0 99.0  1.71 14.29  9.12 235 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 16 09 13 999 99.0 99.0  1.45 14.29  7.61 189 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 16 09 43 999 99.0 99.0  1.53 14.29  8.20 255 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 16 10 13 999 99.0 99.0  1.52 13.33  7.71 259 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 16 10 43 999 99.0 99.0  1.71 13.33  8.38 252 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 16 11 13 999 99.0 99.0  1.70 13.33  8.52 263 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 16 11 43 999 99.0 99.0  1.51 12.50  7.84 276 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 16 12 13 999 99.0 99.0  1.60 12.50  7.97 290 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 16 12 43 999 99.0 99.0  1.56 13.33  7.95 258 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 16 13 13 999 99.0 99.0  1.50 12.50  7.68 301 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 16 13 43 999 99.0 99.0  1.45 12.50  7.48 283 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 16 14 13 999 99.0 99.0  1.56 14.29  7.60 214 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 16 14 43 999 99.0 99.0  1.56 14.29  7.52 230 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 16 15 13 999 99.0 99.0  1.44 13.33  7.40 262 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 16 15 43 999 99.0 99.0  1.52 12.50  7.67 290 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 16 16 13 999 99.0 99.0  1.52 14.29  7.81 208 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 16 16 43 999 99.0 99.0  1.45 14.29  7.92 217 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 16 17 13 999 99.0 99.0  1.45 11.76  8.10 276 9999.0 999.0  12.8 999.0 99.0 99.00
2010 04 16 17 43 999 99.0 99.0  1.42 14.29  8.10 185 9999.0 999.0  12.8 999.0 99.0 99.00
2010 04 16 18 13 999 99.0 99.0  1.38 14.29  8.43 207 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 16 18 43 999 99.0 99.0  1.38 11.76  8.63 287 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 16 19 13 999 99.0 99.0  1.39 13.33  8.23 265 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 16 19 43 999 99.0 99.0  1.42 14.29  8.48 199 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 16 20 13 999 99.0 99.0  1.36 11.11  8.22 300 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 16 20 43 999 99.0 99.0  1.42 13.33  8.41 216 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 16 21 13 999 99.0 99.0  1.34 13.33  7.53 210 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 16 21 43 999 99.0 99.0  1.32 12.50  7.54 272 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 16 22 13 999 99.0 99.0  1.39 13.33  7.98 220 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 16 22 43 999 99.0 99.0  1.50 11.76  8.27 290 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 16 23 13 999 99.0 99.0  1.42 12.50  7.42 298 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 16 23 43 999 99.0 99.0  1.42 11.11  7.26 303 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 17 00 43 999 99.0 99.0  1.50 14.29  6.88 232 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 17 01 13 999 99.0 99.0  1.36 12.50  6.63 269 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 17 01 43 999 99.0 99.0  1.44 14.29  7.27 232 9999.0 999.0  12.8 999.0 99.0 99.00
2010 04 17 02 43 999 99.0 99.0  1.48 14.29  7.72 206 9999.0 999.0  12.8 999.0 99.0 99.00
2010 04 17 03 13 999 99.0 99.0  1.38 14.29  6.97 207 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 03 43 999 99.0 99.0  1.43 13.33  7.36 203 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 04 13 999 99.0 99.0  1.34 12.50  6.42 251 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 04 43 999 99.0 99.0  1.40 12.50  7.07 255 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 05 13 999 99.0 99.0  1.38 14.29  6.90 194 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 05 43 999 99.0 99.0  1.38 14.29  7.17 217 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 06 13 999 99.0 99.0  1.42 15.38  7.66 273 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 06 43 999 99.0 99.0  1.35 13.33  7.17 255 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 07 13 999 99.0 99.0  1.33 16.67  7.43 237 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 07 43 999 99.0 99.0  1.43 14.29  7.11 214 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 08 13 999 99.0 99.0  1.56 13.33  7.83 273 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 08 43 999 99.0 99.0  1.57 16.67  6.86 238 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 09 13 999 99.0 99.0  1.61 14.29  6.67 238 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 09 43 999 99.0 99.0  1.68 13.33  6.35 237 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 10 13 999 99.0 99.0  1.91 12.50  6.87 283 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 10 43 999 99.0 99.0  1.84 12.50  6.51 258 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 11 13 999 99.0 99.0  1.73 11.11  6.07 289 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 11 43 999 99.0 99.0  1.83 11.76  6.33 280 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 12 13 999 99.0 99.0  1.88 13.33  6.54 269 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 12 43 999 99.0 99.0  1.99 16.67  6.19 225 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 13 13 999 99.0 99.0  1.95 12.50  6.23 279 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 13 43 999 99.0 99.0  2.04 14.29  6.45 224 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 14 13 999 99.0 99.0  2.11 15.38  6.37 245 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 14 43 999 99.0 99.0  1.92 14.29  6.12 252 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 15 13 999 99.0 99.0  2.11 13.33  6.63 270 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 15 43 999 99.0 99.0  2.04 14.29  6.77 276 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 16 13 999 99.0 99.0  1.96 15.38  6.94 270 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 16 43 999 99.0 99.0  2.01 14.29  6.88 251 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 17 13 999 99.0 99.0  1.99 15.38  7.03 277 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 17 43 999 99.0 99.0  2.01 15.38  7.55 262 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 18 13 999 99.0 99.0  1.99 15.38  7.51 262 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 19 13 999 99.0 99.0  1.76 13.33  7.18 282 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 17 19 43 999 99.0 99.0  1.76 12.50  6.85 276 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 20 13 999 99.0 99.0  1.88 15.38  6.91 259 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 20 43 999 99.0 99.0  1.93 12.50  7.40 289 9999.0 999.0  12.6 999.0 99.0 99.00
2010 04 17 21 13 999 99.0 99.0  1.91 13.33  6.83 277 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 17 21 43 999 99.0 99.0  2.03 14.29  7.56 290 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 17 22 13 999 99.0 99.0  1.89 13.33  6.95 284 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 17 22 43 999 99.0 99.0  2.14 15.38  7.73 239 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 17 23 13 999 99.0 99.0  1.90 13.33  7.29 270 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 17 23 43 999 99.0 99.0  2.07 12.50  7.09 290 9999.0 999.0  12.5 999.0 99.0 99.00
2010 04 18 00 13 999 99.0 99.0  1.97 11.76  7.31 297 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 18 00 43 999 99.0 99.0  2.14 13.33  7.58 276 9999.0 999.0  12.7 999.0 99.0 99.00
2010 04 18 01 13 999 99.0 99.0  1.91 14.29  7.25 300 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 18 01 43 999 99.0 99.0  1.99 14.29  7.51 286 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 18 02 13 999 99.0 99.0  2.02 13.33  7.42 286 9999.0 999.0  12.9 999.0 99.0 99.00
2010 04 18 02 43 999 99.0 99.0  2.01 11.11  7.18 287 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 18 03 13 999 99.0 99.0  2.23 12.50  7.71 301 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 18 03 43 999 99.0 99.0  2.08 14.29  7.24 268 9999.0 999.0  13.0 999.0 99.0 99.00
2010 04 18 04 43 999 99.0 99.0  2.03 14.29  7.48 269 9999.0 999.0  13.1 999.0 99.0 99.00
2010 04 18 05 13 999 99.0 99.0  2.00 13.33  7.47 296 9999.0 999.0  13.1 999.0 99.0 99.00
2010 04 18 05 43 999 99.0 99.0  2.26 14.29  8.23 290 9999.0 999.0  13.1 999.0 99.0 99.00
2010 04 18 06 13 999 99.0 99.0  1.97 14.29  7.26 297 9999.0 999.0  13.2 999.0 99.0 99.00
2010 04 18 06 43 999 99.0 99.0  2.04 14.29  7.82 291 9999.0 999.0  13.2 999.0 99.0 99.00
2010 04 18 07 13 999 99.0 99.0  1.92 13.33  7.37 296 9999.0 999.0  13.2 999.0 99.0 99.00
2010 04 18 07 43 999 99.0 99.0  1.95 14.29  7.70 284 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 18 08 13 999 99.0 99.0  2.11 14.29  7.89 300 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 18 08 43 999 99.0 99.0  1.89 13.33  7.86 280 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 18 09 13 999 99.0 99.0  1.83 15.38  7.41 218 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 18 09 43 999 99.0 99.0  1.86 11.76  7.85 290 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 18 10 13 999 99.0 99.0  1.84 13.33  8.18 284 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 18 10 43 999 99.0 99.0  1.91 14.29  8.49 287 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 18 11 13 999 99.0 99.0  1.93 14.29  8.35 241 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 18 11 43 999 99.0 99.0  1.88 15.38  8.46 213 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 18 12 13 999 99.0 99.0  1.76 13.33  8.13 277 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 18 12 43 999 99.0 99.0  1.82 11.76  8.18 291 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 18 13 43 999 99.0 99.0  1.79 15.38  8.20 220 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 18 14 13 999 99.0 99.0  1.87 14.29  8.06 262 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 18 14 43 999 99.0 99.0  1.69 14.29  8.31 223 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 18 15 13 999 99.0 99.0  1.75 14.29  8.36 252 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 18 15 43 999 99.0 99.0  1.80 13.33  8.00 282 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 18 16 13 999 99.0 99.0  1.82 15.38  7.73 210 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 18 16 43 999 99.0 99.0  1.81 14.29  8.06 251 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 18 17 13 999 99.0 99.0  1.80 15.38  7.83 210 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 18 17 43 999 99.0 99.0  1.66 13.33  7.56 283 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 18 18 13 999 99.0 99.0  1.75 13.33  8.09 297 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 18 18 43 999 99.0 99.0  1.62 12.50  7.75 290 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 18 19 13 999 99.0 99.0  1.78 13.33  8.66 279 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 18 19 43 999 99.0 99.0  1.71 13.33  8.42 300 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 18 20 13 999 99.0 99.0  1.77 13.33  8.84 261 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 18 20 43 999 99.0 99.0  1.75 12.50  8.77 289 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 18 21 13 999 99.0 99.0  1.82 13.33  9.06 270 9999.0 999.0  13.6 999.0 99.0 99.00
2010 04 18 21 43 999 99.0 99.0  1.78 13.33  8.93 280 9999.0 999.0  13.6 999.0 99.0 99.00
2010 04 18 22 13 999 99.0 99.0  1.68 14.29  8.94 228 9999.0 999.0  13.6 999.0 99.0 99.00
2010 04 18 22 43 999 99.0 99.0  1.75 15.38  9.10 203 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 18 23 13 999 99.0 99.0  1.63 13.33  8.98 287 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 18 23 43 999 99.0 99.0  1.75 13.33  9.07 275 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 19 00 13 999 99.0 99.0  1.59 14.29  8.74 242 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 19 00 43 999 99.0 99.0  1.73 13.33  8.67 289 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 19 01 13 999 99.0 99.0  1.62 12.50  8.62 300 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 19 01 43 999 99.0 99.0  1.48 15.38  7.93 216 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 19 02 13 999 99.0 99.0  1.71 14.29  8.87 206 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 19 02 43 999 99.0 99.0  1.64 14.29  8.34 224 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 19 03 13 999 99.0 99.0  1.56 12.50  8.72 287 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 19 03 43 999 99.0 99.0  1.54 11.76  8.42 289 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 04 13 999 99.0 99.0  1.45 13.33  8.94 272 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 04 43 999 99.0 99.0  1.42 18.18  8.72 192 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 05 13 999 99.0 99.0  1.56 14.29  9.39 197 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 05 43 999 99.0 99.0  1.42 12.50  9.10 282 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 06 13 999 99.0 99.0  1.35 14.29  9.19 220 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 06 43 999 99.0 99.0  1.42 11.76  9.65 291 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 07 13 999 99.0 99.0  1.48 15.38 10.08 192 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 07 43 999 99.0 99.0  1.44 18.18 10.20 193 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 08 13 999 99.0 99.0  1.38 12.50  9.72 290 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 08 43 999 99.0 99.0  1.43 12.50 10.06 283 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 09 13 999 99.0 99.0  1.50 11.76 10.39 282 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 09 43 999 99.0 99.0  1.40 11.76  9.84 284 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 10 13 999 99.0 99.0  1.45 11.76 10.08 289 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 10 43 999 99.0 99.0  1.42 12.50 10.33 282 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 11 13 999 99.0 99.0  1.53 11.76 10.86 300 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 11 43 999 99.0 99.0  1.57 15.38 10.73 196 9999.0 999.0  13.3 999.0 99.0 99.00
2010 04 19 12 43 999 99.0 99.0  1.34 14.29 10.10 197 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 19 13 13 999 99.0 99.0  1.39 14.29 10.66 194 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 19 13 43 999 99.0 99.0  1.49 14.29 10.58 194 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 19 14 13 999 99.0 99.0  1.38 13.33 10.10 268 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 19 14 43 999 99.0 99.0  1.29 14.29 10.02 206 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 19 15 13 999 99.0 99.0  1.48 11.76 10.71 273 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 19 15 43 999 99.0 99.0  1.36 11.76 10.16 286 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 19 16 13 999 99.0 99.0  1.50 11.76 10.66 300 9999.0 999.0  13.6 999.0 99.0 99.00
2010 04 19 16 43 999 99.0 99.0  1.34 12.50 10.10 256 9999.0 999.0  13.7 999.0 99.0 99.00
2010 04 19 17 13 999 99.0 99.0  1.49 13.33 10.81 259 9999.0 999.0  13.9 999.0 99.0 99.00
2010 04 19 17 43 999 99.0 99.0  1.30 13.33 10.14 242 9999.0 999.0  14.1 999.0 99.0 99.00
2010 04 19 18 13 999 99.0 99.0  1.43 13.33 10.51 244 9999.0 999.0  14.4 999.0 99.0 99.00
2010 04 19 18 43 999 99.0 99.0  1.28 12.50  9.98 284 9999.0 999.0  14.6 999.0 99.0 99.00
2010 04 19 19 13 999 99.0 99.0  1.41 14.29 10.22 197 9999.0 999.0  14.8 999.0 99.0 99.00
2010 04 19 19 43 999 99.0 99.0  1.45 14.29 10.82 193 9999.0 999.0  14.6 999.0 99.0 99.00
2010 04 19 20 13 999 99.0 99.0  1.32 11.76 10.15 282 9999.0 999.0  14.2 999.0 99.0 99.00
2010 04 19 20 43 999 99.0 99.0  1.45 14.29 10.83 203 9999.0 999.0  14.0 999.0 99.0 99.00
2010 04 19 21 13 999 99.0 99.0  1.32 14.29 10.29 196 9999.0 999.0  14.6 999.0 99.0 99.00
2010 04 19 21 43 999 99.0 99.0  1.41 10.53 10.22 296 9999.0 999.0  14.8 999.0 99.0 99.00
2010 04 19 22 13 999 99.0 99.0  1.31 13.33 10.29 227 9999.0 999.0  15.1 999.0 99.0 99.00
2010 04 19 22 43 999 99.0 99.0  1.34 11.76 10.55 297 9999.0 999.0  15.4 999.0 99.0 99.00
2010 04 19 23 13 999 99.0 99.0  1.38 11.11 10.47 293 9999.0 999.0  15.6 999.0 99.0 99.00
2010 04 19 23 43 999 99.0 99.0  1.40 14.29 10.30 196 9999.0 999.0  15.7 999.0 99.0 99.00
2010 04 20 00 13 999 99.0 99.0  1.32 11.11 10.47 282 9999.0 999.0  15.6 999.0 99.0 99.00
2010 04 20 00 43 999 99.0 99.0  1.39 14.29 10.92 196 9999.0 999.0  15.4 999.0 99.0 99.00
2010 04 20 01 13 999 99.0 99.0  1.21 11.76 10.19 272 9999.0 999.0  15.5 999.0 99.0 99.00
2010 04 20 01 43 999 99.0 99.0  1.25 11.76 10.28 289 9999.0 999.0  15.4 999.0 99.0 99.00
2010 04 20 02 13 999 99.0 99.0  1.23 11.11 10.36 283 9999.0 999.0  15.1 999.0 99.0 99.00
2010 04 20 02 43 999 99.0 99.0  1.40 10.53 10.62 289 9999.0 999.0  15.2 999.0 99.0 99.00
2010 04 20 03 13 999 99.0 99.0  1.22 14.29 10.66 207 9999.0 999.0  15.0 999.0 99.0 99.00
2010 04 20 03 43 999 99.0 99.0  1.18 13.33 10.57 223 9999.0 999.0  14.8 999.0 99.0 99.00
2010 04 20 04 13 999 99.0 99.0  1.35 12.50 10.69 268 9999.0 999.0  14.7 999.0 99.0 99.00
2010 04 20 04 43 999 99.0 99.0  1.19 16.67 10.67 196 9999.0 999.0  14.7 999.0 99.0 99.00
2010 04 20 05 13 999 99.0 99.0  1.36 13.33 10.72 213 9999.0 999.0  14.7 999.0 99.0 99.00
2010 04 20 05 43 999 99.0 99.0  1.44 13.33 10.58 214 9999.0 999.0  14.6 999.0 99.0 99.00
2010 04 20 06 13 999 99.0 99.0  1.43 12.50 10.71 266 9999.0 999.0  14.3 999.0 99.0 99.00
2010 04 20 06 43 999 99.0 99.0  1.26 11.11 10.22 286 9999.0 999.0  14.0 999.0 99.0 99.00
2010 04 20 07 13 999 99.0 99.0  1.29 11.11 10.37 282 9999.0 999.0  13.9 999.0 99.0 99.00
2010 04 20 07 43 999 99.0 99.0  1.40 10.53 10.37 290 9999.0 999.0  13.9 999.0 99.0 99.00
2010 04 20 08 13 999 99.0 99.0  1.31 14.29 10.33 208 9999.0 999.0  14.1 999.0 99.0 99.00
2010 04 20 08 43 999 99.0 99.0  1.28 16.67 10.15 199 9999.0 999.0  14.2 999.0 99.0 99.00
2010 04 20 09 13 999 99.0 99.0  1.31 11.76 10.77 273 9999.0 999.0  14.4 999.0 99.0 99.00
2010 04 20 09 43 999 99.0 99.0  1.26 11.11 10.43 273 9999.0 999.0  14.5 999.0 99.0 99.00
2010 04 20 10 13 999 99.0 99.0  1.27 16.67 10.81 192 9999.0 999.0  14.5 999.0 99.0 99.00
2010 04 20 10 43 999 99.0 99.0  1.23 11.76 10.17 277 9999.0 999.0  14.4 999.0 99.0 99.00
2010 04 20 11 13 999 99.0 99.0  1.35  9.88 10.19 269 9999.0 999.0  13.9 999.0 99.0 99.00
2010 04 20 11 43 999 99.0 99.0  1.32 16.67 10.63 187 9999.0 999.0  14.1 999.0 99.0 99.00
2010 04 20 12 13 999 99.0 99.0  1.32  9.88  9.93 273 9999.0 999.0  14.2 999.0 99.0 99.00
2010 04 20 12 43 999 99.0 99.0  1.38 10.53 10.20 279 9999.0 999.0  14.2 999.0 99.0 99.00
2010 04 20 13 13 999 99.0 99.0  1.25 11.11  9.73 276 9999.0 999.0  14.0 999.0 99.0 99.00
2010 04 20 13 43 999 99.0 99.0  1.36  9.88  9.13 270 9999.0 999.0  13.8 999.0 99.0 99.00
2010 04 20 14 13 999 99.0 99.0  1.41 11.11  9.07 253 9999.0 999.0  13.9 999.0 99.0 99.00
2010 04 20 14 43 999 99.0 99.0  1.37 11.76  7.52 258 9999.0 999.0  13.8 999.0 99.0 99.00
2010 04 20 15 13 999 99.0 99.0  1.57 11.11  7.12 259 9999.0 999.0  13.6 999.0 99.0 99.00
2010 04 20 15 43 999 99.0 99.0  1.60 10.53  6.56 277 9999.0 999.0  13.6 999.0 99.0 99.00
2010 04 20 16 13 999 99.0 99.0  1.72 10.53  6.55 268 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 20 16 43 999 99.0 99.0  1.70 11.11  6.44 269 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 20 17 13 999 99.0 99.0  1.65 10.53  6.91 269 9999.0 999.0  13.5 999.0 99.0 99.00
2010 04 20 17 43 999 99.0 99.0  1.61 10.53  6.65 272 9999.0 999.0  13.4 999.0 99.0 99.00
2010 04 20 18 13 999 99.0 99.0  1.71 10.53  6.67 265 9999.0 999.0  13.4 999.0 99.0 99.00
