#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 01 00 29 999 99.0 99.0  2.07 14.29  9.94 295 9999.0 999.0  14.9 999.0 99.0 99.00
2014 01 01 00 59 999 99.0 99.0  2.17 15.38 10.45 286 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 01 01 29 999 99.0 99.0  1.77 15.38  8.42 289 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 01 01 59 999 99.0 99.0  1.90 15.38  8.22 296 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 01 02 29 999 99.0 99.0  2.05 14.29  8.21 292 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 01 02 59 999 99.0 99.0  1.97 15.38  7.95 281 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 01 03 29 999 99.0 99.0  2.07 15.38  8.01 289 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 01 03 59 999 99.0 99.0  2.00 13.33  7.31 299 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 01 04 29 999 99.0 99.0  2.03 14.29  7.36 286 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 01 04 59 999 99.0 99.0  2.09 16.67  7.29 281 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 01 05 29 999 99.0 99.0  2.10 15.38  7.15 282 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 01 05 59 999 99.0 99.0  2.20 14.29  7.88 293 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 01 06 29 999 99.0 99.0  2.15 14.29  7.89 296 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 01 06 59 999 99.0 99.0  2.19 14.29  8.22 283 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 01 07 29 999 99.0 99.0  2.45 13.33  8.20 297 9999.0 999.0  14.6 999.0 99.0 99.00
2014 01 01 07 59 999 99.0 99.0  2.25 15.38  7.35 278 9999.0 999.0  14.6 999.0 99.0 99.00
2014 01 01 08 29 999 99.0 99.0  2.29 15.38  8.05 276 9999.0 999.0  14.5 999.0 99.0 99.00
2014 01 01 08 59 999 99.0 99.0  2.35 14.29  8.52 288 9999.0 999.0  14.5 999.0 99.0 99.00
2014 01 01 09 29 999 99.0 99.0  2.32 15.38  8.14 288 9999.0 999.0  14.5 999.0 99.0 99.00
2014 01 01 09 59 999 99.0 99.0  2.34 14.29  8.22 289 9999.0 999.0  14.4 999.0 99.0 99.00
2014 01 01 10 29 999 99.0 99.0  2.08 14.29  7.68 288 9999.0 999.0  14.4 999.0 99.0 99.00
2014 01 01 10 59 999 99.0 99.0  2.25 14.29  7.96 292 9999.0 999.0  14.4 999.0 99.0 99.00
2014 01 01 11 29 999 99.0 99.0  2.43 15.38  8.13 285 9999.0 999.0  14.4 999.0 99.0 99.00
2014 01 01 11 59 999 99.0 99.0  2.25 15.38  7.59 283 9999.0 999.0  14.4 999.0 99.0 99.00
2014 01 01 12 29 999 99.0 99.0  2.16 15.38  7.99 283 9999.0 999.0  14.3 999.0 99.0 99.00
2014 01 01 12 59 999 99.0 99.0  2.05 15.38  7.94 289 9999.0 999.0  14.3 999.0 99.0 99.00
2014 01 01 13 29 999 99.0 99.0  1.99 13.33  7.96 300 9999.0 999.0  14.3 999.0 99.0 99.00
2014 01 01 13 59 999 99.0 99.0  2.01 14.29  8.57 293 9999.0 999.0  14.3 999.0 99.0 99.00
2014 01 01 14 29 999 99.0 99.0  2.02 15.38  8.80 285 9999.0 999.0  14.3 999.0 99.0 99.00
2014 01 01 14 59 999 99.0 99.0  1.91 15.38  8.28 292 9999.0 999.0  14.2 999.0 99.0 99.00
2014 01 01 15 29 999 99.0 99.0  1.86 14.29  8.02 285 9999.0 999.0  14.2 999.0 99.0 99.00
2014 01 01 15 59 999 99.0 99.0  1.90 14.29  7.95 283 9999.0 999.0  14.3 999.0 99.0 99.00
2014 01 01 16 29 999 99.0 99.0  1.84 14.29  8.06 292 9999.0 999.0  14.3 999.0 99.0 99.00
2014 01 01 16 59 999 99.0 99.0  2.02 15.38  8.28 296 9999.0 999.0  14.3 999.0 99.0 99.00
2014 01 01 17 29 999 99.0 99.0  1.95 14.29  8.19 292 9999.0 999.0  14.3 999.0 99.0 99.00
2014 01 01 17 59 999 99.0 99.0  2.04 14.29  8.34 293 9999.0 999.0  14.4 999.0 99.0 99.00
2014 01 01 18 29 999 99.0 99.0  2.01 15.38  8.53 292 9999.0 999.0  14.4 999.0 99.0 99.00
2014 01 01 18 59 999 99.0 99.0  1.96 15.38  8.87 288 9999.0 999.0  14.4 999.0 99.0 99.00
2014 01 01 19 29 999 99.0 99.0  2.18 14.29  9.33 289 9999.0 999.0  14.5 999.0 99.0 99.00
2014 01 01 19 59 999 99.0 99.0  1.92 14.29  8.58 295 9999.0 999.0  14.6 999.0 99.0 99.00
2014 01 01 20 29 999 99.0 99.0  1.93 14.29  8.21 288 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 01 20 59 999 99.0 99.0  1.90 15.38  8.57 293 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 01 21 29 999 99.0 99.0  1.76 15.38  8.06 285 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 01 21 59 999 99.0 99.0  1.89 13.33  8.51 286 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 01 22 29 999 99.0 99.0  1.81 13.33  8.16 296 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 01 22 59 999 99.0 99.0  2.07 14.29  8.63 281 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 01 23 29 999 99.0 99.0  2.00 13.33  8.54 289 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 01 23 59 999 99.0 99.0  1.89 14.29  7.89 295 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 02 00 29 999 99.0 99.0  1.89 15.38  8.36 282 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 02 00 59 999 99.0 99.0  1.89 14.29  8.42 293 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 02 01 29 999 99.0 99.0  1.82 14.29  8.16 282 9999.0 999.0  14.6 999.0 99.0 99.00
2014 01 02 01 59 999 99.0 99.0  1.69 13.33  7.77 288 9999.0 999.0  14.6 999.0 99.0 99.00
2014 01 02 02 29 999 99.0 99.0  1.86 14.29  8.62 281 9999.0 999.0  14.6 999.0 99.0 99.00
2014 01 02 02 59 999 99.0 99.0  1.91 14.29  9.13 285 9999.0 999.0  14.5 999.0 99.0 99.00
2014 01 02 03 29 999 99.0 99.0  1.84 13.33  8.45 282 9999.0 999.0  14.6 999.0 99.0 99.00
2014 01 02 03 59 999 99.0 99.0  1.61 14.29  8.11 289 9999.0 999.0  14.5 999.0 99.0 99.00
