#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 02 02 30 999 99.0 99.0  2.44  9.88  6.88 309 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 03 00 999 99.0 99.0  2.63  9.88  7.12 310 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 03 30 999 99.0 99.0  2.72 10.53  7.28 316 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 04 00 999 99.0 99.0  2.41 11.76  7.17 299 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 04 30 999 99.0 99.0  2.61  9.88  7.22 310 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 05 00 999 99.0 99.0  2.56 10.53  7.11 310 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 05 30 999 99.0 99.0  2.39 12.50  6.97 305 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 06 00 999 99.0 99.0  2.62 11.11  7.36 312 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 06 30 999 99.0 99.0  2.83  9.88  7.60 314 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 07 00 999 99.0 99.0  2.55 10.53  7.18 312 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 07 30 999 99.0 99.0  2.61 10.53  7.32 312 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 08 00 999 99.0 99.0  2.65 10.53  7.52 316 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 08 30 999 99.0 99.0  2.59 11.76  7.70 307 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 09 00 999 99.0 99.0  2.52 11.11  7.61 310 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 10 00 999 99.0 99.0  2.56  9.88  7.69 310 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 10 30 999 99.0 99.0  2.65  9.88  7.77 316 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 11 00 999 99.0 99.0  2.54  9.88  7.68 320 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 11 30 999 99.0 99.0  2.42 10.53  7.77 310 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 12 00 999 99.0 99.0  2.17  9.88  7.44 320 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 02 12 30 999 99.0 99.0  2.33  9.88  7.95 314 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 13 00 999 99.0 99.0  2.22 11.11  7.84 314 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 13 30 999 99.0 99.0  2.27  9.88  8.02 317 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 14 00 999 99.0 99.0  2.16 10.53  8.10 307 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 14 30 999 99.0 99.0  2.20  9.88  8.13 319 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 15 00 999 99.0 99.0  2.06  9.09  8.12 317 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 15 30 999 99.0 99.0  2.16  9.88  8.05 314 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 16 00 999 99.0 99.0  1.97  9.88  8.28 313 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 16 30 999 99.0 99.0  1.99  9.88  8.40 313 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 17 00 999 99.0 99.0  2.12  9.09  8.23 317 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 17 30 999 99.0 99.0  1.96  9.09  8.12 314 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 18 00 999 99.0 99.0  1.96  9.09  8.23 316 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 18 30 999 99.0 99.0  1.92  9.09  8.29 312 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 19 00 999 99.0 99.0  2.05 16.67  8.32 297 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 19 30 999 99.0 99.0  2.09  9.09  8.56 319 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 02 20 00 999 99.0 99.0  2.10 10.53  8.65 309 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 02 20 30 999 99.0 99.0  2.06  9.88  8.62 319 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 02 21 00 999 99.0 99.0  2.07  9.09  8.65 312 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 21 30 999 99.0 99.0  2.09 15.38  9.13 314 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 22 00 999 99.0 99.0  2.17 11.76  9.12 314 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 22 30 999 99.0 99.0  2.26 16.67  9.19 309 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 23 00 999 99.0 99.0  2.62 11.76  9.43 321 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 02 23 30 999 99.0 99.0  2.65 15.38  9.80 320 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 00 00 999 99.0 99.0  2.82 11.76 10.13 314 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 00 30 999 99.0 99.0  2.81 15.38 10.28 327 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 01 00 999 99.0 99.0  2.85 12.50 10.02 323 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 01 30 999 99.0 99.0  2.76 14.29 10.75 319 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 02 00 999 99.0 99.0  2.79 15.38 10.38 324 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 02 30 999 99.0 99.0  2.71 14.29 10.53 323 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 03 00 999 99.0 99.0  2.62 13.33 10.46 321 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 03 30 999 99.0 99.0  2.41 14.29 10.21 323 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 04 00 999 99.0 99.0  2.73 15.38 11.20 323 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 04 30 999 99.0 99.0  2.29 15.38 10.72 320 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 05 00 999 99.0 99.0  2.31 15.38 11.13 328 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 05 30 999 99.0 99.0  2.16 15.38 10.83 314 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 06 00 999 99.0 99.0  2.22 14.29 10.73 320 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 06 30 999 99.0 99.0  2.54 14.29 11.33 316 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 07 00 999 99.0 99.0  2.38 14.29 11.56 320 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 07 30 999 99.0 99.0  2.59 14.29 11.79 323 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 08 00 999 99.0 99.0  2.57 14.29 11.44 316 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 03 08 30 999 99.0 99.0  2.38 14.29 11.28 321 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 03 09 00 999 99.0 99.0  2.44 13.33 10.82 321 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 03 09 30 999 99.0 99.0  2.50 15.38 10.92 319 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 03 10 00 999 99.0 99.0  2.70 15.38 11.19 323 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 10 30 999 99.0 99.0  2.72 14.29 11.00 323 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 03 11 00 999 99.0 99.0  2.70 14.29 10.79 324 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 03 11 30 999 99.0 99.0  2.57 14.29 10.48 326 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 03 12 00 999 99.0 99.0  2.82 14.29 10.75 316 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 03 12 30 999 99.0 99.0  2.84 14.29 10.30 321 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 13 00 999 99.0 99.0  2.69 14.29 10.55 323 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 03 13 30 999 99.0 99.0  2.44 13.33  9.48 324 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 03 14 00 999 99.0 99.0  2.31 14.29  9.34 321 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 14 30 999 99.0 99.0  2.64 13.33  9.55 317 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 15 00 999 99.0 99.0  2.53 13.33  9.07 319 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 03 15 30 999 99.0 99.0  2.41 13.33  8.98 313 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 16 00 999 99.0 99.0  2.15 13.33  8.12 313 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 16 30 999 99.0 99.0  2.27 14.29  8.29 319 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 17 00 999 99.0 99.0  2.42 14.29  8.53 320 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 17 30 999 99.0 99.0  2.21 13.33  8.15 314 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 18 00 999 99.0 99.0  2.02 12.50  7.31 319 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 18 30 999 99.0 99.0  2.13 14.29  7.92 316 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 19 00 999 99.0 99.0  2.09 14.29  7.88 306 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 19 30 999 99.0 99.0  1.94 13.33  7.23 310 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 20 00 999 99.0 99.0  1.88 14.29  7.22 317 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 20 30 999 99.0 99.0  1.87 12.50  7.41 307 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 21 00 999 99.0 99.0  1.82 13.33  7.01 319 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 21 30 999 99.0 99.0  1.91 14.29  7.28 309 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 22 00 999 99.0 99.0  1.86 11.76  7.11 306 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 22 30 999 99.0 99.0  1.92 13.33  7.60 317 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 23 00 999 99.0 99.0  1.83 12.50  7.20 313 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 03 23 30 999 99.0 99.0  1.86 14.29  7.29 324 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 00 00 999 99.0 99.0  1.91 13.33  7.37 319 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 00 30 999 99.0 99.0  1.61 13.33  6.47 316 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 01 00 999 99.0 99.0  1.56 14.29  6.76 319 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 01 30 999 99.0 99.0  1.53 13.33  6.86 316 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 02 00 999 99.0 99.0  1.41 13.33  6.26 305 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 02 30 999 99.0 99.0  1.48 13.33  6.99 309 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 03 00 999 99.0 99.0  1.39 12.50  6.34 320 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 03 30 999 99.0 99.0  1.45 11.76  6.65 310 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 04 00 999 99.0 99.0  1.36 12.50  6.09 319 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 04 30 999 99.0 99.0  1.57 12.50  6.54 312 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 05 00 999 99.0 99.0  1.46 13.33  6.40 314 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 05 30 999 99.0 99.0  1.46 12.50  6.52 317 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 06 00 999 99.0 99.0  1.40 12.50  5.95 321 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 06 30 999 99.0 99.0  1.33 13.33  5.98 319 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 07 00 999 99.0 99.0  1.42 13.33  5.81 310 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 07 30 999 99.0 99.0  1.46 12.50  6.06 320 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 08 00 999 99.0 99.0  1.37 12.50  5.71 313 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 08 30 999 99.0 99.0  1.35 12.50  5.59 314 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 09 00 999 99.0 99.0  1.32 12.50  5.35 317 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 09 30 999 99.0 99.0  1.29 11.76  5.50 321 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 04 10 00 999 99.0 99.0  1.26 12.50  5.42 321 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 10 30 999 99.0 99.0  1.21 12.50  4.97 312 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 11 00 999 99.0 99.0  1.28 12.50  5.25 313 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 11 30 999 99.0 99.0  1.20 11.76  5.01 317 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 12 00 999 99.0 99.0  1.24 11.76  4.97 312 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 12 30 999 99.0 99.0  1.18 13.33  4.76 274 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 13 00 999 99.0 99.0  1.23 11.11  4.88 310 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 13 30 999 99.0 99.0  1.19 13.33  5.03 265 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 14 00 999 99.0 99.0  1.34 11.76  5.68 309 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 14 30 999 99.0 99.0  1.28 12.50  5.53 292 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 15 00 999 99.0 99.0  1.28 13.33  5.00 285 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 15 30 999 99.0 99.0  1.34 11.76  5.18 306 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 16 00 999 99.0 99.0  1.38  9.88  5.05 303 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 16 30 999 99.0 99.0  1.33 12.50  4.99 285 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 17 00 999 99.0 99.0  1.51 11.76  5.43 313 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 17 30 999 99.0 99.0  1.34 11.11  5.14 303 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 18 00 999 99.0 99.0  1.40 11.76  5.09 305 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 18 30 999 99.0 99.0  1.44 11.76  5.22 306 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 19 00 999 99.0 99.0  1.41 11.11  4.97 309 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 19 30 999 99.0 99.0  1.44 11.11  5.03 309 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 20 00 999 99.0 99.0  1.53 11.11  5.11 300 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 20 30 999 99.0 99.0  1.50  9.88  5.13 302 9999.0 999.0  13.4 999.0 99.0 99.00
2017 01 04 21 00 999 99.0 99.0  1.47 11.11  5.06 297 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 21 30 999 99.0 99.0  1.55 11.11  5.22 303 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 22 00 999 99.0 99.0  1.52  7.14  5.13 262 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 22 30 999 99.0 99.0  1.59  9.88  5.41 305 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 23 00 999 99.0 99.0  1.59  8.33  5.01 264 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 04 23 30 999 99.0 99.0  1.57 10.53  5.09 305 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 00 00 999 99.0 99.0  1.51 11.11  5.16 303 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 00 30 999 99.0 99.0  1.53 11.11  5.27 285 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 01 00 999 99.0 99.0  1.55  9.88  5.50 299 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 01 30 999 99.0 99.0  1.50  9.88  5.71 303 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 02 00 999 99.0 99.0  1.45  9.88  5.59 307 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 02 30 999 99.0 99.0  1.45 10.53  5.84 289 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 03 00 999 99.0 99.0  1.42 11.76  5.67 292 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 05 03 30 999 99.0 99.0  1.47 10.53  5.96 309 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 05 04 00 999 99.0 99.0  1.45  9.88  5.85 299 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 05 04 30 999 99.0 99.0  1.46 10.53  5.70 309 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 05 05 00 999 99.0 99.0  1.37  8.33  5.48 278 9999.0 999.0  13.3 999.0 99.0 99.00
2017 01 05 05 30 999 99.0 99.0  1.45  9.88  5.48 292 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 06 00 999 99.0 99.0  1.42 10.53  5.60 300 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 06 30 999 99.0 99.0  1.36  9.09  5.50 292 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 07 00 999 99.0 99.0  1.47  9.09  5.68 297 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 07 30 999 99.0 99.0  1.47  7.69  5.80 271 9999.0 999.0  13.0 999.0 99.0 99.00
2017 01 05 08 00 999 99.0 99.0  1.41  9.88  5.88 310 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 08 30 999 99.0 99.0  1.43  9.88  6.09 296 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 09 00 999 99.0 99.0  1.36  7.69  6.00 271 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 09 30 999 99.0 99.0  1.48  9.09  6.23 299 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 10 00 999 99.0 99.0  1.30 10.53  5.76 299 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 10 30 999 99.0 99.0  1.43  8.33  6.17 286 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 11 00 999 99.0 99.0  1.44  9.88  6.25 297 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 11 30 999 99.0 99.0  1.40  8.33  6.31 300 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 12 00 999 99.0 99.0  1.40  9.88  6.59 297 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 12 30 999 99.0 99.0  1.31  9.88  6.47 297 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 13 00 999 99.0 99.0  1.34  7.69  6.32 279 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 13 30 999 99.0 99.0  1.31  9.88  6.30 305 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 14 00 999 99.0 99.0  1.34  8.33  6.36 295 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 14 30 999 99.0 99.0  1.29  9.09  6.42 303 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 15 00 999 99.0 99.0  1.39  8.33  6.60 292 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 15 30 999 99.0 99.0  1.28  8.33  6.24 295 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 16 00 999 99.0 99.0  1.24  7.14  6.21 268 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 16 30 999 99.0 99.0  1.31  9.88  6.43 290 9999.0 999.0  13.1 999.0 99.0 99.00
2017 01 05 17 00 999 99.0 99.0  1.40  7.14  6.50 265 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 17 30 999 99.0 99.0  1.30  7.69  6.31 278 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 18 00 999 99.0 99.0  1.25  7.14  6.28 271 9999.0 999.0  13.2 999.0 99.0 99.00
2017 01 05 18 30 999 99.0 99.0  1.28  7.69  6.51 279 9999.0 999.0  13.3 999.0 99.0 99.00
